Horizon_Months,MAE,RMSE,sMAPE_pct,MASE,N_Regions
1,5747.273639914451,10230.564861719,2.2767595020205644,0.4857995292843169,895
3,7381.3000520639725,11915.658119643895,2.8627945819782403,0.6239188031513943,895
12,9374.823767500067,14569.922725555787,3.7228705406996148,0.7924252887048457,895
